Name,Price,PriceScore,Processor Type,ProcessorScore,RAM,RAMScore,Hard Disk,StorageScore,Graphics Card,GraphicsScore,Screen Size,ScreenScore,TotalScore,NormalizedScore
"Dell Latitude 7389 2-in-1 Core i5 7th Gen 13.3"" Touch",26999.0,8.772635379061372,Intel Core i5-7300U 7th Gen,4.9,8.0,4.0,256GB NVMe,7.0,Intel HD Graphics 4GB,3,"13.3"" X360 1920 x 1200p Touch",8.65,6.679054151624548,72.36853118957387
Lenovo Thinkpad T470 Core i5 6th Gen Laptop,19990.0,9.27870036101083,Intel Core i5 6th Generation,4.199999999999999,8.0,4.0,256GB NVMe,7.0,Intel HD 5500 Series,3,"14.0"" FHD Anti-Glare, 220 Nits Display",9.0,6.671480144404333,72.25954056007963
HP EliteBook 745 G6 Ryzen 5 3500U 8GB RAM Laptop,31500.0,8.447653429602887,AMD Ryzen 5 3500U,5.11875,8.0,4.0,256GB PCIe NVMe Value,7.0,8GB Intel UHD Graphics with 2GB dedicated graphics,4,"14 inch diagonal FHD IPS eDP anti-glare WLED-backlit slim, 250 nits, 45% NTSC",9.0,6.664686371841155,72.16177757586631
Dell Latitude 3340 Core i5 5th Gen 256GB SSD Laptop,12990.0,9.784115523465704,Intel Core i5 5th Generation,3.5,8.0,4.0,256GB,7.0,Intel HD Graphics,3,14 Inch,9.0,6.6636462093862825,72.14680954673237
HP EliteBook 845 G9 Ryzen 5 Pro 6650U Business Laptop,56000.0,2.6787003610108293,AMD Ryzen 5 Pro 6650U,8.1375,16.0,8.0,512GB NVMe,9.0,AMD Radeon 660M Graphics,6,"14"" Diagonal, WUXGA, IPS, anti-glare, 250 nits, 45% NTSC",9.0,6.662730144404332,72.13362729113932
HP EliteBook 840 G8 Core i7 11th Gen Laptop,56000.0,2.6787003610108293,Intel Core i7-1165G7 11th Generation,8.299999999999999,16.0,8.0,512GB NVME,9.0,Intel Iris Xe Graphics,5,"14.0 inch Diagonal FHD Touch, Anti-Glare UMA eDP, 250 nits Brightness, 45% NTSC",9.0,6.661480144404331,72.1156396812907
Lenovo ThinkPad T470S Core i5 6th Gen Laptop,20490.0,9.24259927797834,Intel Core i5 6th Generation,4.199999999999999,8.0,4.0,256GB,7.0,Intel HD,3,"14"" Full HD IPS",9.0,6.657039711191336,72.05174145713536
HP EliteBook 840 G2 Core i7 5th Gen Laptop,19499.0,9.314151624548737,Intel Core i7-5200u 5th Generation,4.1,8.0,4.0,256GB,7.0,Intel HD Graphics,3,14 Inch LED Display,9.0,6.655660649819495,72.03189664280418
Lenovo ThinkPad X1 Yoga Core i5 8th Gen 8GB RAM,37000.0,8.050541516245488,Intel core i5-8265U 8th Gen,5.6,8.0,4.0,256GB,7.0,Intel UHD 620,4,"14"" (2560 x 1440p) & 360° OLED Display",9.0,6.650216606498196,71.95355638099421
Dell Precision 5530 Core i7 8th Gen Gaming Laptop,52000.0,3.9675090252707585,Intel Core i7-8850H Hexa-Core 8th Generation,6.199999999999999,16.0,8.0,512GB,9.0,NVIDIA Quadro P1000 4GB GDDR5,7,15.6 inch FHD Wide View Anti-Glare LED-Backlit,9.8,6.647003610108303,71.9073210805891
MacBook Air A1466 Core i7 Mid 2014,34490.0,8.231768953068592,Intel Core i7,5.5,8.0,4.0,256GB,7.0,Intel HD Graphics 5000,3,14'' Retina LCD,9.0,6.6427075812274365,71.84550084746319
Lenovo ThinkPad T460S Core i5 6th Gen Touch Laptop,21000.0,9.205776173285198,Intel Core i5-6200U 6th Gen Processor,4.199999999999999,8.0,4.0,256GB SSD,7.0,Intel HD Graphics 520,3,"14.0"" Ultra HD Touch Display",9.0,6.642310469314079,71.83978637213221
Acer Aspire F5-572 Core i5 6th Gen Laptop,21000.0,9.205776173285198,Intel Core i5-6200U 6th Gen,4.199999999999999,8.0,4.0,256GB,7.0,Intel HD 520 Graphics,3,"15.6"" HD Acer CineCrystal LED-Backlit TFT LCD",9.8,6.642310469314079,71.83978637213221
"Lenovo ThinkPad T470s Core i5 6th Gen 14"" Touch Display",22000.0,9.133574007220217,Intel Core i5 6th Gen,4.199999999999999,8.0,4.0,256GB SSD M.2,7.0,Intel HD 5500 Series 6GB,3,"14"" FHD, IPS Touch",9.0,6.613429602888087,71.42418816624371
Asus Zenbook UX303U Core i5 6th Gen 8GB RAM Laptop,22000.0,9.133574007220217,Intel Core i5-6200U 6th Gen,4.199999999999999,8.0,4.0,256GB SSD,7.0,,3,"13.3"" IPS LED Display",8.65,6.613429602888087,71.42418816624371
Dell Vostro 3458 Intel Core i5 5th Gen 8GB RAM,20000.0,9.277978339350181,Intel Core i5-5200U 5th Gen,3.5,8.0,4.0,128GB M.2 PCLe NVME SSD + 500GB Hard Disk,6.0,6GB Graphics with Dedicated NVIDIA GeForce,7,"15.6"" HD with 1366 x 768p (4K Supported )",9.8,6.611191335740072,71.39197930528732
HP ZBook Firefly 14 G8 i5 11th Gen Mobile Workstation,55000.0,3.0009025270758123,Intel Core i5 11th Gen,7.699999999999999,16.0,8.0,512GB,9.0,Intel Iris Graphics,5,14 Inch diagonal FHD,9.0,6.610361010830324,71.38003085686803
Dell Latitude 7400 2-in-1 Core i5 8th Gen Touch Laptop,38500.0,7.942238267148014,Intel Core i5-8265U 8th Gen,5.6,8.0,4.0,256GB NVME M.2,7.0,Intel UHD 620 Graphics,4,"14"" 16:9 FHD WVA Touch, Anti-reflective and Anti-Smudge, Corning Gorilla Glass 5, Super Low Power, 300 nits, Active Pen Support",9.0,6.606895306859206,71.33015907216141
HP Elite X2 1012 G2 Core i5 7th Gen 8GB RAM Touch,29500.0,8.592057761732852,Intel Core i5-7260U 7th Gen,4.9,8.0,4.0,256GB,7.0,Intel HD Graphics 620,3,12.3 Inch Touchscreen,8.15,6.606823104693141,71.3291200766467
Dell XPS 13 7390 Core i5 8th Gen 8GB RAM / 256GB SSD,38900.0,7.913357400722022,Intel Core i5 8th Gen,5.6,8.0,4.0,256GB,7.0,Intel UHD Graphics,4,"13"" LED FHD",8.5,6.595342960288809,71.163919789806
Lenovo ThinkPad X1 Detachable Laptop with Pen,50900.0,4.321931407942239,Intel Core i7-8650U 8th Generation,6.199999999999999,16.0,8.0,512GB NVMe,9.0,8GB Intel Graphics,3,"12.5"" 3K Resolution Touchscreen Display",8.25,6.588772563176896,71.06937119796638
Asus ROG G752VL Core i7 6th Gen Gaming Laptop,50000.0,4.611913357400722,Intel Core i7-6700HQ 6th Gen,4.799999999999999,16.0,8.0,256 GB M.2 NVME SSD + 1 TB HDD,10.0,10 GB Total Graphics with Dedicated NVIDIA GTX 965 GDDR5 2GB,8,"17.6 Inch 16:9 HD IPS Full HD, 1920 X 1080p Display",10.0,6.584765342960289,71.01170694689934
Asus ROG G752V i7 6th Gen Dedicated Graphics Gaming,50000.0,4.611913357400722,Intel Core i7-6700HQ 6th Generation,4.799999999999999,16.0,8.0,256 GB M.2 NVME SSD + 1 TB HDD,10.0,10 GB Total Graphics with Dedicated NVIDIA GTX 965 GDDR5 2GB,8,17.3 Inch 1920 x 1080p IPS LED Anti Glare LED Display,10.0,6.584765342960289,71.01170694689934
Asus GL552VW Core i5 6th Gen 8GB RAM Laptop,23000.0,9.061371841155236,Intel Core i5-6300HQ 6th Gen Processor,4.199999999999999,8.0,4.0,256GB,7.0,Built-in Graphics,3,"15.6"" IPS 16:9 Full HD Anti Glare LED",9.8,6.584548736462095,71.00858996035518
HP EliteBook 840 G3 Touchscreen Core i5 6th Gen Laptop,23000.0,9.061371841155236,Intel Core i5 6th gen,4.199999999999999,8.0,4.0,256GB,7.0,Intel HD Graphics 520,3,"14"" Touchscreen Display",9.0,6.584548736462095,71.00858996035518
HP 245 G9 Ryzen 5-5625U 512GB SSD,44999.0,6.223246389891697,Ryzen 5-5625U,7.13125,8.0,4.0,512GB NVMe,9.0,AMD Radeon- 4GB,6,14 inch,9.0,6.578673555956678,70.9240455965779
HP Elite X2 1012 G2 Core i5 7th Gen 8GB RAM Tablet,29000.0,8.628158844765343,Intel Core i5-7200U 7th Generation,4.9,8.0,4.0,128GB,6.0,Intel HD Graphics 620,3,"12.6"" 3K Display",8.3,6.5712635379061375,70.81741478564646
"HP 15s-du3527TU Core i5 11th Gen 15.6"" Full HD Laptop",46000.0,5.90072202166065,Intel Core i5-1135G7 11th Gen,7.699999999999999,8.0,4.0,512GB M.2,9.0,Intel Iris Graphics,5,"15.6"" diagonal Full HD 1920 x 1080p Display, Micro-Edge, Anti-Glare, 250 nits, 45% NTSC",9.8,6.570288808664261,70.80338834619772
Lenovo ThinkPad X1 Carbon Core i7 5th Gen 256GB SSD,22500.0,9.097472924187727,Intel Core i7 5th Generation,4.1,8.0,4.0,256GB M.2,7.0,4GB Share Graphic,3,"14"" FHD",9.0,6.56898916967509,70.78468642693274
"Microsoft Surface Laptop 2 Core i5 8th Gen 14"" Touch",40000.0,7.833935018050542,Intel Core i5-8650U 8th Generation,5.6,8.0,4.0,256GB M.2 NVME,7.0,Intel UHD Graphics 620 4GB,4,"14"" PixelSense Touch Display",9.0,6.5635740072202164,70.70676176332863
"Dell Latitude E7250 i5 5th Gen 256GB SSD 12.5"" Laptop",16500.0,9.530685920577618,Intel Core i5 5th Generation,3.5,8.0,4.0,256 GB,7.0,Built-In Graphics,3,12.5 Inch HD+ LED Display,8.25,6.562274368231048,70.68805984406367
Dell XPS 13 9380 Core i5 8th Gen 8GB RAM Laptop,38500.0,7.942238267148014,Intel Core i5-8265U 8th Generation Processor,5.6,8.0,4.0,256 GB SSD NVME,7.0,4GB Intel Graphcis,3,"13.3""",8.65,6.5568953068592055,70.61065467821692
Lenovo ThinkPad X1 Carbon Core i5 6th Gen Laptop,24000.0,8.989169675090253,Intel Core i5-6300U 6th Generation,4.199999999999999,8.0,4.0,256GB,7.0,Intel HD Graphics,3,"14"" Full HD",9.0,6.5556678700361015,70.59299175446667
HP EliteBook X360 1040 G6 Core i7 8th Gen Touch Laptop,49999.0,4.612235559566786,Intel Core i7-8565U 8th Gen,6.199999999999999,16.0,8.0,512GB NVMe,6.0,Intel Ultra HD- 8GB,3,14.0 inch Diagonal 4K HDR 400 IPS eDP with PSR BrightView WLED-Backlit Touchscreen Direct Bonded with Corning Gorilla Glass 5 Protection,9.0,6.5548942238267145,70.5818589175264
HP EliteBook 850 G3 Touch Notebook,24500.0,8.953068592057761,Intel Core i5-6300U 6th Generation Processor,4.199999999999999,8.0,4.0,256GB,7.0,Intel HD Graphics 520,3,15.6 Diagonal LED Backlight FHD Slim eDP SVA Touchscreen,9.8,6.541227436823105,70.38519265152239
Lenovo ThinkPad X1 Carbon Gen 8 Core i7 10th Gen Touch,55000.0,3.0009025270758123,Intel Core i7-10610U 10th Generation,7.6,16.0,8.0,512 GB NVMe,9.0,Integrated Intel UHD Graphics,4,"14"" FHD IPS Anti-glare Touchscreen",9.0,6.530361010830325,70.22882382655685
Microsoft Surface Laptop 2 Core i5 8th Gen,35999.0,8.122815884476534,Intel Core i5 8th Generation,5.6,8.0,4.0,256GB,4.0,Intel UHD Graphics 620 4GB,4,"13.5"" PixelSense Touch Display",8.75,6.529126353790614,70.2110570032551
"Lenovo ThinkPad X1 Carbon Core i5 5th Gen 14"" Laptop",16000.0,9.56678700361011,Intel Core i5-5300U 5th Gen,3.5,8.0,4.0,128GB M.2,6.0,2GB Intel HD 5500,3,"14"" Full HD Display",9.0,6.526714801444044,70.17635455306342
HP EliteBook 840 G2 Core i5 5th Gen 8GB RAM,17999.0,9.42245487364621,Intel Core i5-5200U 5th Gen,3.5,8.0,4.0,256GB,7.0,4GB Intel HD Graphics,3,‎14 Inch Display,9.0,6.5189819494584835,70.06507813343676
"HP Elite Dragonfly Core i5 8th Gen 8GB RAM 13.3"" Touch",40000.0,7.833935018050542,Intel Core i5 8th Gen,5.6,8.0,4.0,256GB,7.0,Built-in,3,"13.3"" diagonal FHD BrightView LED, Low Power Touchscreen Display with Corning Gorilla Glass 5, 400 nits",8.65,6.513574007220217,69.98725736938415
HP EliteBook 850 G3 Core i5 6th Gen Laptop,25500.0,8.88086642599278,Intel Core i5-6300U 6th Generation,4.199999999999999,8.0,4.0,256GB,7.0,Intel HD Graphics 520,3,15.6 inch FHD SVA slim LED-Backlit,9.8,6.512346570397112,69.96959444563386
MSI CX62 7Q Core i5 7th Gen 2GB Graphics Gaming Laptop,38000.0,7.978339350180505,Intel Core i5-7200U Processor,4.9,8.0,4.0,128GB M.2 + 1TB,10.0,940MX 2GB DDR3 Video Graphics,3,15.6 Inch HD Anti-Glare  1366 x 768,9.8,6.511335740072202,69.95504850842777
"Dell Latitude 3190 Pentium N5030 11.6"" Touch Laptop",14500.0,9.67509025270758,Intel Pentium Silver N5030 Processor,3.3,8.0,4.0,128GB SATA Class 20,6.0,Intel HD Graphics 505,3,"11.6"" backlight Touch screen",7.8,6.510036101083033,69.9363465891628
HP ZBook Firefly 14 G7 Core i7 10th Gen Laptop,55000.0,3.0009025270758123,Intel Core i7 10th Gen,7.6,16.0,8.0,512 Nvme,9.0,8 GB Share Graphich,3,"14"" FHD Display",9.0,6.480361010830325,69.50931943261234
Lenovo IdeaPad 3 15ITL05 Core i5 11th Gen Laptop,46000.0,5.90072202166065,Intel Core i5-11400 11th Gen,7.699999999999999,8.0,4.0,256GB,7.0,Intel iris Graphics,5,"15.6"" FHD LED",9.8,6.470288808664259,69.3643795583087
Lenovo Yoga 500 Core i5 5th Gen 2GB Graphic Touch,25000.0,8.916967509025271,Intel Core i5 5th Gen 5200U Processor,3.5,8.0,4.0,128 GB M.2 NVME SSD + 500 GB HDD,6.0,Built in 6 GB Graphics with 2GB dedicated NVIDIA GeForce 940m,7,"14"" 4K Supported  FHD Touch Display",9.0,6.466787003610109,69.31398827584475
Apple MacBook Pro Core i5 8GB RAM,27000.0,8.772563176895307,Intel Core i5,3.5,8.0,4.0,512GB,9.0,Intel Iris Plus Graphics,5,"13"" Display",8.5,6.459025270758123,69.20229625801221
HP ZBook 15U G6 Core i7 8th Gen 16GB RAM 512GB SSD,52000.0,3.9675090252707585,Intel Core i7-8650U 8th Gen,6.199999999999999,16.0,8.0,512GB M.2,9.0,Built-in 8GB + Dedicated 4GB,3,"15.6"" Full HD Screen Display",9.8,6.447003610108304,69.0293035048111
Lenovo IdeaPad 3 15IL05 Core i5 11th Gen Laptop,47000.0,5.578519855595667,Intel Core i5 11th Generation Processor,7.699999999999999,8.0,4.0,512GB SSD M.2 2242 PCIe 3.0 x 4 NVMe,9.0,Intel Iris Xe- 4GB,5,"15.6"" FHD, 1920 x 1080p",9.8,6.441407942238267,68.9487813524202
Dell Latitude 3190 x360 Pentium 8th Gen Touch,16900.0,9.501805054151625,Intel Pentium 8th Generation,3.3,8.0,4.0,128GB M.2,6.0,Intel HD Graphics 505,3,"12"" backlight LED HD",8.0,6.44072202166065,68.93891089503036
HP EliteBook 840 G9 Core i7 12th Gen 16GB RAM,59500.0,1.5509927797833942,Intel Core i7 12th Gen,9.0,16.0,8.0,512GB PCIe  NVMe,9.0,Intel Iris X Graphics,5,"14"" diagonal, WUXGA, IPS, anti-glare, 250 nits",9.0,6.420397111913358,68.64643365763631
Dell Latitude E6440 Core i7 4th Generation Laptop,19000.0,9.350180505415162,Intel Core i7-4610M 4th Generation,3.3999999999999995,8.0,4.0,128 GB SSD + 500 GB Hard Disk,6.0,Intel Graphics 4GB,3,"14"" 4K Supported HD Display",9.0,6.410072202166065,68.49785729903114
Dell Inspiron 5547 Core-i5 8GB RAM 2GB HD Graphics Laptop,20000.0,9.277978339350181,Intel Core i5 4th Generation 4210U Processor,2.8,8.0,4.0,256GB,7.0,AMD Radeon HD R7 M265 2 GB DDR3 Graphics,6,"14"" LED 4K Supported HD Display",9.0,6.401191335740073,68.37006085072044
Dell XPS 13 Plus 9320 Core i7 12th Gen 32GB RAM Touch,119999.0,0.0,Intel Core i7-1280P 12th Gen,9.0,32.0,10.0,512GB NVM Express Drive,9.0,Intel Iris Xe-16GB,5,"13.4"" FHD+ OLED 60 Hz refresh Rate,  Anti-Reflect, 400 nit, InfinityEdge Touch",8.7,6.3999999999999995,68.35291742472754
Lenovo ThinkPad T440S Core i5 4th Gen 8GB RAM,15000.0,9.63898916967509,Intel Core i5-4300U 4th Generation,2.8,8.0,4.0,256GB,7.0,Intel HD 4600 graphics,3,14.1 Inch LCD Display,9.05,6.395595667870037,68.28953869832954
HP EliteBook 840 G1 Core i5 4th Gen Laptop,15000.0,9.63898916967509,Intel Core i5-4300U 4th Generation,2.8,8.0,4.0,256GB,7.0,Intel HD 4400,3,"14"" Diagonal HD BrightView LED-Backlit",9.0,6.395595667870037,68.28953869832954
HP ProBook 440 G1 Core i5 4th Gen Professional Laptop,13999.0,9.711263537906138,Intel Core i5-4200M 4th Generation,2.8,8.0,4.0,500GB,5.90625,Intel HD Graphics,3,"14"" Diagonal LED-backlit HD Anti-Glare",9.0,6.369817915162455,67.91859457154715
Lenovo ThinkPad T440P Core i5 4th Gen Laptop,14000.0,9.711191335740072,Intel Core i5-4300M 4th Generation,2.8,8.0,4.0,500GB,5.90625,Intel HD 4600,3,14 Inch LED Non-Touch Display,9.0,6.369789034296029,67.91817897334127
